Timestamp,ID
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:03",34:ea:e7:93:57:de
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:03",34:ea:e7:93:57:de
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:03",34:ea:e7:93:57:de
"12/21/2021, 15:51:03",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fa:8f:ca:64:f1:c4
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:53:74
"12/21/2021, 15:51:04",9c:97:26:d5:b6:49
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fa:8f:ca:94:39:46
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:53:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",9c:97:26:d5:b6:49
"12/21/2021, 15:51:04",fa:8f:ca:64:f1:c4
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",34:21:09:68:12:59
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:53:74
"12/21/2021, 15:51:04",9c:97:26:d5:b6:49
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fa:8f:ca:94:39:46
"12/21/2021, 15:51:04",34:21:09:68:12:59
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",fc:b6:98:b0:22:74
"12/21/2021, 15:51:04",9c:97:26:d5:b6:49
"12/21/2021, 15:51:04",34:21:09:76:3b:d9
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",34:21:09:68:12:59
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",34:21:09:68:12:59
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",12:46:6f:be:a7:69
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",9c:97:26:d5:b6:49
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fa:8f:ca:94:39:46
"12/21/2021, 15:51:05",fc:b6:98:b0:22:74
"12/21/2021, 15:51:05",fc:b6:98:b0:53:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",9c:97:26:d5:b6:49
"12/21/2021, 15:51:06",fa:8f:ca:94:39:46
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",34:21:09:76:3b:d9
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:53:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
"12/21/2021, 15:51:06",fc:b6:98:b0:22:74
